GEOID,tract_name,total_jobs,resident_workers,jobs_worker_ratio,low_wage_jobs,medium_wage_jobs,high_wage_jobs,share_low_wage_jobs,share_low_wage_resident_workers,job_density_per_sq_mi,median_rent,median_household_income,affordable_rent_estimate,rent_affordability_gap,wage_housing_mismatch_flag,rent_burden_rate,poverty_rate,unemployment_rate,households_without_vehicles,no_vehicle_share,people_of_color_share,nh_white_share,nh_black_share,hispanic_share,bachelors_plus_share,hs_plus_share,transit_access_flag,nearest_stop_miles,stops_within_0_25_mi,stops_within_0_5_mi,routes_within_0_5_mi,transit_metric_status,spatial_mismatch_score_equal,spatial_mismatch_score_custom,spatial_mismatch_score,spatial_mismatch_tier,opportunity_access_index,opportunity_access_tier,area_sq_mi,centroid_lon,centroid_lat
31055007435,Census Tract 74.35,195,1983,0.09833585476550681,39,70,86,0.2,0.19818456883509833,291.07518112631016,1684.0,84635.0,2115.875,-431.875,False,0.4005847953216374,0.0470498474059003,0.0283926852743022,7.0,0.0044671346522016,0.264367816091954,0.735632183908046,0.057471264367816,0.108695652173913,0.2477317554240631,0.967258382642998,,,,,,GTFS unavailable - placeholder,26.9,33.1,33.1,Lower,61.3,Moderate,0.6699300134262599,-96.06276808800277,41.29905450398434
31055007436,Census Tract 74.36,1126,2355,0.4781316348195329,280,524,322,0.24866785079928952,0.1961783439490446,1292.226636274846,1069.0,65960.0,1649.0,-580.0,False,0.500590318772137,0.1216617210682492,0.0297786720321931,110.0,0.0592353257942918,0.3125458547322084,0.6874541452677916,0.136219124480313,0.0420640743458058,0.2241206030150754,0.9547738693467336,,,,,,GTFS unavailable - placeholder,33.3,38.3,38.3,Moderate,56.6,Moderate,0.8713641774526222,-96.06313533332542,41.2929995624933
31055007439,Census Tract 74.39,4940,2712,1.8215339233038348,638,1242,3060,0.1291497975708502,0.1504424778761062,3991.8374262598,1365.0,106477.0,2661.925,-1296.9250000000002,False,0.4232283464566929,0.0164956749145041,0.0505450941526263,15.0,0.0077439339184305,0.2902836451418226,0.7097163548581774,0.0595453631060148,0.1868839267752967,0.4909697138093915,0.981661572659072,,,,,,GTFS unavailable - placeholder,24.0,29.6,29.6,Lower,66.8,Higher,1.2375253479770574,-96.10135587805647,41.28533089023365
31055007440,Census Tract 74.40,1633,1347,1.212323682256867,347,731,555,0.21249234537660747,0.1603563474387528,2138.9047243579735,1135.0,59940.0,1498.5,-363.5,False,0.360091743119266,0.0659655831739961,0.0215362526920315,31.0,0.0267011197243755,0.3637667304015296,0.6362332695984704,0.0970363288718929,0.0750478011472275,0.4416243654822335,0.9517766497461928,,,,,,GTFS unavailable - placeholder,28.0,33.4,33.4,Moderate,61.1,Moderate,0.763474867021097,-96.09173234615895,41.28475901283108
31055007518,Census Tract 75.18,2166,2273,0.9529256489221294,625,544,997,0.288550323176362,0.1869775626924769,1109.378799045298,1415.0,102083.0,2552.075,-1137.0749999999998,False,0.3246753246753247,0.0430629502035703,0.0575350467289719,147.0,0.0582408874801901,0.1029207232267037,0.8970792767732962,0.0114356359140781,0.0465152217586153,0.5152027027027027,0.972972972972973,,,,,,GTFS unavailable - placeholder,29.7,34.6,34.6,Moderate,55.5,Moderate,1.9524440180973375,-96.2260249645943,41.27665426548927
31055007523,Census Tract 75.23,627,1397,0.44881889763779526,81,194,352,0.1291866028708134,0.16964924838940587,635.7940745233044,1784.0,208325.0,5208.125,-3424.125,False,0.5125,0.0561085972850678,0.0180102915951972,7.0,0.0091264667535853,0.1667384747953468,0.8332615252046531,0.0017233950883239,0.0473933649289099,0.7238033635187581,0.9883570504527812,,,,,,GTFS unavailable - placeholder,27.2,33.2,33.2,Lower,64.8,Moderate,0.9861683603611784,-96.22541132146307,41.256537589310156
31055007519,Census Tract 75.19,4300,3068,1.4015645371577574,569,856,2875,0.13232558139534883,0.17014341590612778,1417.5315663489139,1446.0,126241.0,3156.025,-1710.025,False,0.5703245749613601,0.0177730518000911,0.0082880823092312,37.0,0.0142691862707288,0.1836641915441733,0.8163358084558267,0.007273829368086,0.08986210031823,0.564066852367688,0.9890900649953576,,,,,,GTFS unavailable - placeholder,25.0,30.6,30.6,Lower,65.7,Moderate,3.0334421483645393,-96.19732692970013,41.27350690626
31055007320,Census Tract 73.20,1025,1848,0.5546536796536796,299,209,517,0.2917073170731707,0.17424242424242425,762.4335213589346,1344.0,105467.0,2636.675,-1292.6750000000002,False,0.9365079365079364,0.0537078098053707,0.0,50.0,0.0361271676300578,0.5412663217541267,0.4587336782458733,0.1396895787139689,0.1194875585119487,0.2332373508844097,0.732620320855615,,,,,,GTFS unavailable - placeholder,29.0,34.4,34.4,Moderate,56.0,Moderate,1.3443795049476264,-96.03728578760077,41.32125405751038
31055007520,Census Tract 75.20,1122,2302,0.48740225890529976,392,436,294,0.3493761140819964,0.17593397046046916,1135.2614765353435,1574.0,194231.0,4855.775,-3281.7749999999996,False,0.517799352750809,0.0351278320515485,0.0,166.0,0.1106666666666666,0.1879027229266264,0.8120972770733735,0.0297235501974641,0.0311785491581791,0.7241253644314869,0.9613702623906706,,,,,,GTFS unavailable - placeholder,33.7,37.9,37.9,Moderate,49.1,Moderate,0.9883185708231591,-96.18503208335117,41.284061899968314
31055007522,Census Tract 75.22,510,1036,0.4922779922779923,147,125,238,0.28823529411764703,0.14575289575289574,260.74468382243515,1540.0,159709.0,3992.725,-2452.725,False,0.390625,0.0069040697674418,0.0,43.0,0.0448383733055265,0.2593398621690242,0.7406601378309757,0.0018135654697134,0.0671019223793979,0.6876824284880327,0.9935785172212492,,,,,,GTFS unavailable - placeholder,27.9,33.2,33.2,Lower,55.6,Moderate,1.9559363302198924,-96.21753295555837,41.29718271108783
31055006605,Census Tract 66.05,3916,1576,2.484771573604061,338,812,2766,0.08631256384065372,0.15228426395939088,7896.239824417634,1294.0,60281.0,1507.025,-213.0250000000001,False,0.4494773519163763,0.0663946587537092,0.0110981308411214,309.0,0.1795467751307379,0.2920450417726117,0.7079549582273883,0.1398474391572829,0.0504903741373047,0.3739456419868791,0.9597000937207124,,,,,,GTFS unavailable - placeholder,37.6,39.9,39.9,Moderate,60.4,Moderate,0.49593225219559667,-96.0579421774219,41.27097148396557
31055006606,Census Tract 66.06,2310,1516,1.5237467018469657,671,612,1027,0.2904761904761905,0.20316622691292877,3171.637931303014,1241.0,49149.0,1228.725,12.275000000000091,True,0.5283018867924528,0.226546212647672,0.0788601722995361,35.0,0.0267175572519083,0.3111037012337445,0.6888962987662555,0.0893631210403467,0.1150383461153718,0.3331567796610169,0.9020127118644068,,,,,,GTFS unavailable - placeholder,34.4,39.7,39.7,Moderate,57.3,Moderate,0.7283302981090832,-96.0449537172153,41.27317628688941
31055007521,Census Tract 75.21,909,2210,0.4113122171945701,206,394,309,0.22662266226622663,0.16561085972850678,915.597163378609,2188.0,133711.0,3342.775,-1154.775,False,0.4615384615384615,0.0183879093198992,0.0206684256816182,0.0,0.0,0.2627204030226701,0.7372795969773299,0.0136020151133501,0.1221662468513853,0.5128644939965694,0.9867066895368782,,,,,,GTFS unavailable - placeholder,25.2,31.3,31.3,Lower,60.7,Moderate,0.9927946878360074,-96.18624742224377,41.2985881332708
31055007524,Census Tract 75.24,6411,2167,2.9584679280110753,1628,1475,3308,0.25393854312899705,0.16335948315643747,3192.518432849338,1683.0,118156.0,2953.9,-1270.9,False,0.5148387096774194,0.0358594310303609,0.0079398244880902,103.0,0.0549333333333333,0.1593172119487909,0.8406827880512091,0.0033191085822664,0.051683262209578,0.7255238749570594,0.998282377189969,,,,,,GTFS unavailable - placeholder,26.9,31.3,31.3,Lower,60.1,Moderate,2.008132493154676,-96.19323492308169,41.256005211536085
31055007319,Census Tract 73.19,719,2841,0.25307990144315384,88,220,411,0.12239221140472879,0.1812741992256248,500.8369941706365,1052.0,99821.0,2495.525,-1443.525,False,0.7916666666666666,0.0677054349842329,0.0373456790123456,57.0,0.0300632911392405,0.5501762196253015,0.4498237803746985,0.1947690595436839,0.1326284548321276,0.3239929947460595,0.8569760653823701,,,,,,GTFS unavailable - placeholder,29.4,35.0,35.0,Moderate,63.7,Moderate,1.435596827647749,-96.0439381902518,41.321470190257386
31055007409,Census Tract 74.09,31029,1413,21.959660297239914,4444,7558,19027,0.14322085790711914,0.16631280962491155,6189.8461216042715,1329.0,81591.0,2039.775,-710.7750000000001,False,0.4748201438848921,0.0673989016475287,0.0333055786844296,30.0,0.034090909090909,0.1739780658025922,0.8260219341974078,0.0274177467597208,0.0623130608175473,0.3808290155440414,0.9507772020725388,,,,,,GTFS unavailable - placeholder,4.9,4.3,4.3,Lower,93.4,Higher,5.012887136515434,-96.1002807467499,41.220365129869464
31055007424,Census Tract 74.24,333,1645,0.20243161094224923,108,94,131,0.32432432432432434,0.1829787234042553,536.4971759915159,1083.0,56179.0,1404.475,-321.4749999999999,False,0.4248447204968944,0.1713815789473684,0.0587475790832795,92.0,0.0613742494996664,0.3110016420361248,0.6889983579638752,0.1083743842364532,0.0840722495894909,0.4538355535140101,0.9462563160312356,,,,,,GTFS unavailable - placeholder,35.6,40.7,40.7,Moderate,52.6,Moderate,0.6206929223524301,-96.06595256459322,41.28164937098273
31055007429,Census Tract 74.29,1840,1629,1.1295273173726212,405,498,937,0.22010869565217392,0.1731123388581952,1494.5781836014564,1825.0,138125.0,3453.125,-1628.125,False,0.309192200557103,0.0200898757599788,0.0139949109414758,8.0,0.0055020632737276,0.0938408670367433,0.9061591329632568,0.0132170235263018,0.0155960877610362,0.5564937675914756,0.9919581825492562,,,,,,GTFS unavailable - placeholder,24.8,30.6,30.6,Lower,61.7,Moderate,1.2311165920849902,-96.15207730721728,41.24107299345798
31055007432,Census Tract 74.32,1041,1715,0.606997084548105,449,361,231,0.4313160422670509,0.18483965014577258,1135.910388371747,1609.0,78622.0,1965.55,-356.54999999999995,False,0.5115511551155115,0.061689449702068,0.0223266745005875,47.0,0.0365758754863813,0.2614791447599018,0.7385208552400981,0.0778128286014721,0.113564668769716,0.3529411764705882,0.9345841784989858,,,,,,GTFS unavailable - placeholder,29.2,34.7,34.7,Moderate,49.6,Moderate,0.9164455318453466,-96.10411056930813,41.29821327721246
31055007433,Census Tract 74.33,737,2265,0.32538631346578367,208,225,304,0.28222523744911804,0.19426048565121412,602.265346901382,1136.0,74846.0,1871.15,-735.1500000000001,False,0.5987577639751552,0.1225710014947683,0.0360696517412935,75.0,0.0408719346049046,0.2729709968315866,0.7270290031684133,0.1703631489154277,0.0272970996831586,0.4021577380952381,0.9739583333333334,,,,,,GTFS unavailable - placeholder,32.2,37.6,37.6,Moderate,55.8,Moderate,1.2237131088345352,-96.09633112946973,41.298045437495475
31055007473,Census Tract 74.73,3555,173,20.54913294797688,243,658,2654,0.06835443037974684,0.17341040462427745,2373.49683433841,,73750.0,1843.75,,,0.375,0.6630727762803235,0.1608695652173913,0.0,0.0,0.5364647713226205,0.4635352286773795,0.3337453646477132,0.1260815822002472,0.3140495867768595,1.0,,,,,,GTFS unavailable - placeholder,26.6,27.0,27.0,Lower,96.7,Higher,1.4977900743612844,-96.13350545878836,41.25548679997432
31055007474,Census Tract 74.74,6855,724,9.468232044198896,418,1148,5289,0.06097738876732312,0.1574585635359116,6869.645529498741,3501.0,238793.0,5969.825,-2468.825,False,0.8484848484848485,0.0336134453781512,0.0541935483870967,69.0,0.1058282208588957,0.1118293471234648,0.8881706528765352,0.0271493212669683,0.0038784744667097,0.7062556663644606,0.9682683590208522,,,,,,GTFS unavailable - placeholder,23.1,24.7,24.7,Lower,75.5,Higher,0.997868080756736,-96.1280660885792,41.2698397214885
31055007434,Census Tract 74.34,563,1711,0.32904734073641145,192,184,187,0.3410301953818828,0.18351841028638224,875.265953684048,1162.0,68726.0,1718.15,-556.1500000000001,False,0.4593406593406593,0.1212225274725274,0.0061728395061728,148.0,0.1073241479332849,0.3509615384615384,0.6490384615384616,0.0576923076923076,0.1713598901098901,0.2845744680851064,0.9579787234042552,,,,,,GTFS unavailable - placeholder,36.9,41.2,41.2,Moderate,49.5,Moderate,0.6432330626254781,-96.07757023404179,41.29628145746408
31055007456,Census Tract 74.56,1740,1286,1.3530326594090203,146,326,1268,0.0839080459770115,0.17729393468118196,2566.790676213635,1165.0,70982.0,1774.55,-609.55,False,0.3090909090909091,0.1181172291296625,0.0016194331983805,14.0,0.0137120470127326,0.1234458259325044,0.8765541740674956,0.0,0.0714920071047957,0.3167622689611217,0.9298916507329508,,,,,,GTFS unavailable - placeholder,28.9,34.5,34.5,Moderate,67.9,Higher,0.6778893254228024,-96.10782938459043,41.209361115371856
31055007457,Census Tract 74.57,4838,1590,3.0427672955974843,1107,1297,2434,0.2288135593220339,0.18867924528301888,6040.9645622356675,974.0,58148.0,1453.6999999999998,-479.6999999999998,False,0.3897937024972855,0.0880876312186216,0.014336917562724,141.0,0.1079632465543644,0.193518941122775,0.806481058877225,0.0543130990415335,0.0492925604746691,0.3920145190562613,0.911070780399274,,,,,,GTFS unavailable - placeholder,32.6,36.1,36.1,Moderate,58.5,Moderate,0.8008654826820456,-96.07946993422702,41.20816471054292
31055007458,Census Tract 74.58,221,1581,0.13978494623655913,67,94,60,0.3031674208144796,0.20556609740670462,450.2108658086631,967.0,67614.0,1690.35,-723.3499999999999,False,0.3170731707317073,0.109083850931677,0.058433734939759,88.0,0.0686963309914129,0.4976708074534162,0.5023291925465838,0.1750776397515528,0.2434006211180124,0.3188253801782905,0.9695857367593078,,,,,,GTFS unavailable - placeholder,33.9,38.9,38.9,Moderate,53.1,Moderate,0.4908810888050038,-96.05013221874405,41.20844984373779
31055007459,Census Tract 74.59,2076,1727,1.2020845396641575,659,588,829,0.3174373795761079,0.1789229878401853,2270.0932819943364,1207.0,59036.0,1475.9,-268.9000000000001,False,0.4425427872860635,0.0537106555010106,0.025512756378189,103.0,0.0618618618618618,0.3593885203345832,0.6406114796654168,0.0054802422843957,0.2832419959619267,0.2759965337954939,0.8648180242634316,,,,,,GTFS unavailable - placeholder,30.1,34.9,34.9,Moderate,54.3,Moderate,0.9144998650347,-96.03385039604326,41.20577410892987
31055007461,Census Tract 74.61,622,3291,0.18900030385900943,243,214,165,0.39067524115755625,0.1856578547553935,618.843060123085,1470.0,151783.0,3794.575,-2324.575,False,0.2270058708414872,0.0130997216309153,0.0159078442128359,35.0,0.0158586316266425,0.2030456852791878,0.7969543147208121,0.016702145079417,0.0435565744227935,0.49800796812749,0.9651394422310756,,,,,,GTFS unavailable - placeholder,26.4,32.3,32.3,Lower,52.0,Moderate,1.0051013578083707,-96.16927162364613,41.19585676341679
31055007462,Census Tract 74.62,3654,2529,1.4448398576512456,799,911,1944,0.21866447728516694,0.17793594306049823,3593.6951363810376,1411.0,79063.0,1976.575,-565.575,False,0.4130052724077329,0.0863845647884235,0.0365646258503401,18.0,0.0100111234705228,0.2338938632889277,0.7661061367110723,0.0554706267744048,0.1035160515396374,0.3246376811594202,0.9004830917874396,,,,,,GTFS unavailable - placeholder,27.3,32.9,32.9,Lower,62.0,Moderate,1.0167807399710849,-96.14763283332567,41.19658697775387
31055007463,Census Tract 74.63,1564,2402,0.6511240632805995,507,556,501,0.3241687979539642,0.19858451290591175,1556.0838359783945,1180.0,79453.0,1986.325,-806.325,False,0.65,0.053095053095053,0.0513582342954159,26.0,0.0160394818013571,0.170889348500517,0.8291106514994829,0.0118924508790072,0.1362461220268872,0.3525398028809704,0.969294920394238,,,,,,GTFS unavailable - placeholder,27.4,33.1,33.1,Lower,55.7,Moderate,1.0050872349153528,-96.12957725436056,41.19839995614054
31055007464,Census Tract 74.64,2021,1606,1.2584059775840597,154,496,1371,0.07619990103908957,0.16749688667496887,1650.891309652867,1548.0,88316.0,2207.9,-659.9000000000001,False,0.425287356321839,0.0615604867573371,0.0373470701867353,28.0,0.0200860832137733,0.144695652173913,0.855304347826087,0.0003478260869565,0.0664347826086956,0.4624352331606217,0.9641623488773748,,,,,,GTFS unavailable - placeholder,27.3,32.8,32.8,Lower,67.8,Higher,1.2241871940224556,-96.10646798059429,41.19792219418839
31055007454,Census Tract 74.54,1974,2290,0.8620087336244542,450,539,985,0.22796352583586627,0.185589519650655,2134.5969934509017,1778.0,107581.0,2689.525,-911.5250000000001,False,0.3876582278481013,0.0424539304875204,0.0155417406749555,91.0,0.049349240780911,0.1539157990040742,0.8460842009959257,0.0178813942960615,0.0823902218198279,0.4824914781530833,0.9612643321970872,,,,,,GTFS unavailable - placeholder,29.1,34.3,34.3,Moderate,58.6,Moderate,0.9247647242343051,-96.14966753384142,41.21409039099118
31055000300,Census Tract 3,91,1050,0.08666666666666667,28,37,26,0.3076923076923077,0.2542857142857143,197.32932062741352,1209.0,40656.0,1016.4,192.60000000000002,True,0.6819526627218935,0.337798696596669,0.1713147410358565,198.0,0.1939275220372184,0.8099203475742216,0.1900796524257784,0.4551049963794352,0.2114409847936278,0.0776223776223776,0.8552447552447553,,,,,,GTFS unavailable - placeholder,61.8,64.5,64.5,Moderate,35.9,Moderate,0.4611580261395682,-95.94918805127655,41.311636256429104
31055000400,Census Tract 4,2288,644,3.5527950310559007,139,414,1735,0.06075174825174825,0.2096273291925466,1523.5234888763134,946.0,63611.0,1590.275,-644.2750000000001,False,0.3666666666666666,0.2045079714128642,0.0478260869565217,59.0,0.0795148247978436,0.3271028037383178,0.6728971962616822,0.0291368884002199,0.2572842221000549,0.1520376175548589,0.7750783699059561,,,,,,GTFS unavailable - placeholder,34.4,38.2,38.2,Moderate,68.5,Higher,1.5017819001186075,-95.93920106799263,41.31595872817408
31055006604,Census Tract 66.04,1030,2101,0.4902427415516421,239,329,462,0.2320388349514563,0.190861494526416,1132.2321271893231,968.0,71250.0,1781.25,-813.25,False,0.445993031358885,0.0686961206896551,0.0097856477166822,173.0,0.1009334889148191,0.1695629278567667,0.8304370721432333,0.0647709320695102,0.0516061084781463,0.2978132592849705,0.9527941686914266,,,,,,GTFS unavailable - placeholder,34.3,38.6,38.6,Moderate,55.1,Moderate,0.9097074489105814,-96.03727628379228,41.27140519370856
31055006701,Census Tract 67.01,15523,1812,8.566777041942604,2526,3905,9092,0.16272627713715132,0.1545253863134658,7782.6582984522,1127.0,115653.0,2891.3250000000003,-1764.3250000000003,False,0.4662921348314606,0.0376370887337986,0.021395822720326,172.0,0.0973401245048104,0.0699527010206622,0.9300472989793378,0.0102066218571072,0.0316156335573811,0.7276091783863805,0.9851961509992598,,,,,,GTFS unavailable - placeholder,23.6,25.7,25.7,Lower,70.0,Higher,1.9945627065609683,-96.04172126033015,41.25767992307035
31055006704,Census Tract 67.04,4873,856,5.692757009345795,644,1145,3084,0.13215678226964908,0.19042056074766356,5607.945742662399,1564.0,99688.0,2492.2,-928.1999999999998,False,0.6108108108108108,0.1000543773790103,0.0297157622739018,47.0,0.0556213017751479,0.1126609442060085,0.8873390557939914,0.0150214592274678,0.0182403433476394,0.7578947368421053,0.9902255639097745,,,,,,GTFS unavailable - placeholder,26.3,29.9,29.9,Lower,69.6,Higher,0.8689456395643586,-96.07272518347716,41.25467071559182
31055006803,Census Tract 68.03,2763,1107,2.4959349593495936,731,945,1087,0.2645674990951864,0.20776874435411022,3562.798039310255,1131.0,97154.0,2428.85,-1297.85,False,0.2,0.0394366197183098,0.0260869565217391,96.0,0.1084745762711864,0.1487323943661972,0.8512676056338028,0.0569014084507042,0.04,0.5184659090909091,0.9701704545454546,,,,,,GTFS unavailable - placeholder,31.4,35.0,35.0,Moderate,56.0,Moderate,0.7755140677395531,-96.09409403127142,41.242132302072314
31055006903,Census Tract 69.03,380,1434,0.2649930264993027,91,93,196,0.2394736842105263,0.2105997210599721,658.9839086649675,1125.0,91193.0,2279.825,-1154.8249999999998,False,0.4300341296928328,0.0247307538891104,0.0227111426543648,24.0,0.0241691842900302,0.1558648111332008,0.8441351888667992,0.0194831013916501,0.0536779324055666,0.5149812734082397,0.9531835205992508,,,,,,GTFS unavailable - placeholder,27.3,33.1,33.1,Lower,58.6,Moderate,0.5766453398988759,-96.09404718960894,41.22830470687571
